policy,exposure,num_claims,amt_claims,f_primary_age_tier,f_primary_gender,f_marital,f_residence_location,f_fire_alarm_type,f_mile_fire_station,f_aoi_tier
G27082,1,0,0.00,38 - 60,Female,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
A27083,1,0,0.00,28 - 37,Male,Married,Rural,None,1 - 5 miles,100K - 350K
A27084,0.89,0,0.00,38 - 60,Male,Not Married,Suburban,Alarm Service,< 1 mile,100K - 350K
A27085,0.68,2,"2,141.07",21 - 27,Male,Married,Suburban,Standalone,< 1 mile,100K - 350K
G27086,1,2,"3,675.26",21 - 27,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
Z27087,1,1,"2,183.55",21 - 27,Female,Un-Married,Suburban,Standalone,1 - 5 miles,351K - 600K
P27088,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
A27089,1,0,0.00,28 - 37,Male,Un-Married,Urban,Alarm Service,1 - 5 miles,< 100K
G27090,1,0,0.00,28 - 37,Female,Not Married,Urban,None,< 1 mile,351K - 600K
Z27091,1,1,"1,026.33",> 60,Female,Married,Urban,None,< 1 mile,351K - 600K
P27092,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
P27093,1,1,453.69,38 - 60,Female,Un-Married,Suburban,Alarm Service,< 1 mile,351K - 600K
G27094,1,0,0.00,38 - 60,Male,Married,Urban,Standalone,< 1 mile,601K - 1M
A27095,1,1,736.08,28 - 37,Male,Not Married,Suburban,Alarm Service,1 - 5 miles,100K - 350K
Z27096,1,1,"1,109.72",38 - 60,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
A27097,1,0,0.00,28 - 37,Male,Married,Suburban,Alarm Service,1 - 5 miles,100K - 350K
A27098,0.73,1,"2,289.26",< 21,Female,Married,Urban,None,< 1 mile,601K - 1M
P27099,1,1,962.96,21 - 27,Female,Married,Rural,None,1 - 5 miles,601K - 1M
G27100,1,1,"1,491.23",21 - 27,Female,Married,Rural,Alarm Service,6 - 10 miles,100K - 350K
G27101,0.8,0,0.00,> 60,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
A27102,1,1,"2,624.32",< 21,Male,Married,Suburban,None,< 1 mile,351K - 600K
Z27103,1,0,0.00,28 - 37,Male,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
P27104,1,2,"7,228.10",21 - 27,Male,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
Z27105,1,0,0.00,38 - 60,Female,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
G27106,1,1,935.31,21 - 27,Female,Married,Suburban,Standalone,< 1 mile,100K - 350K
Z27107,1,0,0.00,28 - 37,Female,Un-Married,Suburban,Standalone,1 - 5 miles,351K - 600K
P27108,1,0,0.00,< 21,Male,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
P27109,1,0,0.00,21 - 27,Male,Married,Urban,None,< 1 mile,351K - 600K
G27110,1,0,0.00,< 21,Female,Married,Suburban,Alarm Service,< 1 mile,100K - 350K
P27111,1,1,"1,342.97",< 21,Female,Married,Urban,None,1 - 5 miles,351K - 600K
G27112,1,1,744.80,28 - 37,Male,Not Married,Urban,Standalone,< 1 mile,351K - 600K
A27113,1,0,0.00,28 - 37,Female,Un-Married,Urban,Standalone,1 - 5 miles,351K - 600K
G27114,1,0,0.00,38 - 60,Female,Not Married,Rural,Standalone,6 - 10 miles,100K - 350K
P27115,0.02,0,0.00,28 - 37,Female,Un-Married,Urban,Alarm Service,< 1 mile,601K - 1M
G27116,1,0,0.00,28 - 37,Male,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
Z27117,1,2,"3,469.45",> 60,Male,Married,Urban,Standalone,1 - 5 miles,< 100K
Z27118,1,0,0.00,38 - 60,Female,Married,Urban,Alarm Service,< 1 mile,> 1M
P27119,1,2,"2,125.34",> 60,Female,Un-Married,Suburban,Standalone,< 1 mile,100K - 350K
Z27120,1,0,0.00,> 60,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
P27121,0.92,0,0.00,38 - 60,Female,Not Married,Urban,Standalone,< 1 mile,100K - 350K
P27122,0.97,0,0.00,> 60,Female,Married,Rural,Alarm Service,> 10 miles,< 100K
G27123,1,0,0.00,38 - 60,Male,Un-Married,Urban,Standalone,< 1 mile,601K - 1M
P27124,1,1,858.67,38 - 60,Male,Not Married,Suburban,Standalone,< 1 mile,100K - 350K
A27125,1,1,"2,694.48",21 - 27,Female,Married,Urban,None,1 - 5 miles,351K - 600K
Z27126,1,0,0.00,38 - 60,Female,Married,Rural,None,1 - 5 miles,100K - 350K
A27127,1,0,0.00,> 60,Male,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
G27128,0.23,0,0.00,28 - 37,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
G27129,1,1,168.76,< 21,Female,Un-Married,Rural,Standalone,> 10 miles,100K - 350K
P27130,1,2,"1,296.09",38 - 60,Male,Married,Suburban,None,< 1 mile,601K - 1M
P27131,0.99,0,0.00,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
G27132,1,0,0.00,> 60,Male,Married,Urban,Standalone,1 - 5 miles,100K - 350K
P27133,0.03,0,0.00,28 - 37,Male,Un-Married,Urban,None,< 1 mile,601K - 1M
P27134,1,0,0.00,38 - 60,Male,Not Married,Suburban,Alarm Service,< 1 mile,100K - 350K
G27135,1,0,0.00,38 - 60,Male,Not Married,Suburban,Alarm Service,< 1 mile,< 100K
Z27136,1,0,0.00,28 - 37,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
A27137,1,1,"1,880.32",21 - 27,Male,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z27138,1,0,0.00,28 - 37,Female,Married,Rural,Alarm Service,6 - 10 miles,351K - 600K
P27139,1,0,0.00,28 - 37,Female,Married,Suburban,None,< 1 mile,351K - 600K
G27140,1,0,0.00,21 - 27,Female,Un-Married,Urban,Standalone,< 1 mile,601K - 1M
G27141,1,1,948.97,21 - 27,Female,Un-Married,Urban,Alarm Service,< 1 mile,601K - 1M
A27142,1,1,578.66,38 - 60,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
Z27143,1,0,0.00,38 - 60,Female,Not Married,Urban,None,< 1 mile,100K - 350K
Z27144,1,1,"2,566.40",> 60,Male,Un-Married,Rural,Standalone,1 - 5 miles,351K - 600K
G27145,1,1,"1,176.20",< 21,Male,Un-Married,Urban,None,< 1 mile,100K - 350K
P27146,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,< 1 mile,> 1M
P27147,1,0,0.00,38 - 60,Female,Not Married,Urban,Standalone,< 1 mile,100K - 350K
P27148,1,0,0.00,38 - 60,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
Z27149,1,0,0.00,38 - 60,Male,Married,Suburban,Standalone,< 1 mile,100K - 350K
G27150,0.53,1,"4,291.83",28 - 37,Female,Married,Suburban,None,< 1 mile,351K - 600K
P27151,1,0,0.00,28 - 37,Female,Married,Suburban,Alarm Service,< 1 mile,100K - 350K
G27152,1,3,"6,899.49",28 - 37,Female,Not Married,Urban,None,< 1 mile,351K - 600K
G27153,1,0,0.00,28 - 37,Male,Un-Married,Rural,Standalone,1 - 5 miles,351K - 600K
Z27154,1,0,0.00,28 - 37,Male,Not Married,Urban,None,1 - 5 miles,351K - 600K
G27155,0.32,1,"2,049.92",28 - 37,Female,Un-Married,Urban,None,< 1 mile,> 1M
A27156,0.07,0,0.00,28 - 37,Female,Un-Married,Suburban,Standalone,1 - 5 miles,351K - 600K
G27157,1,0,0.00,28 - 37,Female,Un-Married,Suburban,Standalone,< 1 mile,< 100K
G27158,1,0,0.00,> 60,Male,Un-Married,Urban,None,< 1 mile,351K - 600K
Z27159,1,0,0.00,38 - 60,Male,Not Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
Z27160,1,1,"1,270.41",> 60,Female,Married,Rural,Standalone,1 - 5 miles,351K - 600K
Z27161,1,1,"1,027.94",28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,351K - 600K
G27162,0.56,0,0.00,38 - 60,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
G27163,1,0,0.00,28 - 37,Female,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
P27164,1,1,558.43,38 - 60,Male,Married,Urban,Standalone,< 1 mile,601K - 1M
G27165,1,2,"3,604.16",< 21,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
P27166,1,2,876.33,38 - 60,Female,Not Married,Rural,Standalone,6 - 10 miles,601K - 1M
A27167,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
P27168,1,0,0.00,21 - 27,Female,Married,Urban,None,< 1 mile,351K - 600K
G27169,1,0,0.00,28 - 37,Male,Un-Married,Urban,None,< 1 mile,601K - 1M
A27170,0.69,0,0.00,38 - 60,Male,Married,Urban,Alarm Service,1 - 5 miles,< 100K
Z27171,0.8,0,0.00,> 60,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
A27172,1,1,759.40,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,< 100K
A27173,1,2,"2,901.72",21 - 27,Male,Not Married,Rural,None,6 - 10 miles,351K - 600K
A27174,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
G27175,1,0,0.00,28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,> 1M
P27176,0.81,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
Z27177,1,1,822.26,28 - 37,Male,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
G27178,1,0,0.00,28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,351K - 600K
A27179,1,0,0.00,> 60,Female,Married,Suburban,None,< 1 mile,351K - 600K
P27180,0.8,1,840.85,> 60,Female,Married,Suburban,Standalone,< 1 mile,100K - 350K
A27181,1,0,0.00,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,601K - 1M
Z27182,1,0,0.00,> 60,Female,Un-Married,Suburban,Standalone,< 1 mile,100K - 350K
G27183,1,3,"2,601.69",21 - 27,Male,Married,Suburban,Standalone,< 1 mile,100K - 350K
Z27184,1,1,145.37,28 - 37,Male,Married,Urban,None,6 - 10 miles,351K - 600K
Z27185,1,0,0.00,21 - 27,Male,Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
Z27186,1,0,0.00,28 - 37,Female,Married,Suburban,Standalone,< 1 mile,< 100K
Z27187,1,2,859.50,21 - 27,Female,Married,Urban,Standalone,< 1 mile,601K - 1M
A27188,1,1,"5,546.15",< 21,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
G27189,1,1,"1,435.92",21 - 27,Female,Un-Married,Suburban,Standalone,< 1 mile,100K - 350K
P27190,0.48,0,0.00,< 21,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
Z27191,1,0,0.00,> 60,Female,Married,Urban,Standalone,1 - 5 miles,351K - 600K
G27192,1,0,0.00,38 - 60,Female,Not Married,Suburban,Standalone,< 1 mile,601K - 1M
P27193,0.62,1,"1,686.48",38 - 60,Male,Not Married,Urban,Standalone,< 1 mile,351K - 600K
A27194,1,0,0.00,38 - 60,Female,Not Married,Urban,None,< 1 mile,351K - 600K
A27195,1,2,"7,161.04",28 - 37,Male,Un-Married,Suburban,Standalone,1 - 5 miles,601K - 1M
P27196,0.34,1,"1,286.19",28 - 37,Female,Un-Married,Suburban,Standalone,< 1 mile,100K - 350K
Z27197,1,1,"2,010.48",38 - 60,Male,Not Married,Urban,Standalone,< 1 mile,100K - 350K
A27198,1,1,"1,391.18",38 - 60,Male,Un-Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A27199,1,0,0.00,38 - 60,Female,Un-Married,Urban,Standalone,6 - 10 miles,351K - 600K
A27200,1,0,0.00,28 - 37,Male,Married,Suburban,Standalone,< 1 mile,601K - 1M
P27201,1,0,0.00,28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,351K - 600K
G27202,1,0,0.00,< 21,Male,Married,Urban,Standalone,< 1 mile,601K - 1M
Z27203,1,0,0.00,38 - 60,Male,Married,Suburban,Standalone,< 1 mile,601K - 1M
P27204,1,2,"5,023.81",28 - 37,Male,Married,Urban,None,1 - 5 miles,351K - 600K
Z27205,1,0,0.00,28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
Z27206,1,2,686.42,28 - 37,Female,Married,Suburban,Alarm Service,1 - 5 miles,351K - 600K
P27207,0.94,1,161.67,< 21,Male,Married,Urban,Alarm Service,< 1 mile,100K - 350K
Z27208,0.12,0,0.00,21 - 27,Male,Married,Suburban,None,< 1 mile,351K - 600K
P27209,1,1,"2,386.35",38 - 60,Female,Married,Urban,None,< 1 mile,351K - 600K
P27210,0.04,0,0.00,28 - 37,Male,Un-Married,Urban,Standalone,1 - 5 miles,351K - 600K
P27211,1,0,0.00,> 60,Female,Married,Suburban,Standalone,1 - 5 miles,100K - 350K
Z27212,0.93,1,262.47,38 - 60,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
P27213,1,0,0.00,28 - 37,Male,Not Married,Rural,None,< 1 mile,601K - 1M
Z27214,0.07,0,0.00,28 - 37,Female,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
Z27215,1,1,847.81,< 21,Male,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
A27216,1,0,0.00,28 - 37,Female,Married,Suburban,Standalone,1 - 5 miles,351K - 600K
A27217,1,1,"1,480.87",28 - 37,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
G27218,1,0,0.00,28 - 37,Female,Married,Suburban,Alarm Service,6 - 10 miles,351K - 600K
Z27219,1,0,0.00,28 - 37,Female,Un-Married,Urban,Standalone,1 - 5 miles,100K - 350K
G27220,1,0,0.00,38 - 60,Male,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
A27221,1,1,"1,589.84",21 - 27,Male,Married,Rural,Alarm Service,> 10 miles,351K - 600K
G27222,1,1,504.85,< 21,Male,Married,Suburban,Standalone,< 1 mile,100K - 350K
Z27223,1,1,"1,997.82",28 - 37,Male,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z27224,0.43,1,420.63,28 - 37,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
P27225,1,1,"1,142.29",38 - 60,Female,Not Married,Urban,Standalone,< 1 mile,> 1M
Z27226,1,0,0.00,> 60,Female,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
A27227,1,0,0.00,28 - 37,Female,Not Married,Urban,Standalone,< 1 mile,351K - 600K
P27228,0.18,1,799.66,28 - 37,Male,Un-Married,Suburban,Standalone,< 1 mile,601K - 1M
P27229,1,0,0.00,28 - 37,Female,Not Married,Urban,None,1 - 5 miles,100K - 350K
G27230,1,2,"3,899.22",21 - 27,Female,Married,Urban,Standalone,< 1 mile,601K - 1M
A27231,1,0,0.00,> 60,Male,Married,Urban,Standalone,1 - 5 miles,351K - 600K
A27232,0.05,0,0.00,28 - 37,Male,Un-Married,Rural,Standalone,6 - 10 miles,351K - 600K
P27233,1,3,"3,876.78",< 21,Female,Un-Married,Suburban,None,< 1 mile,351K - 600K
A27234,1,0,0.00,21 - 27,Female,Married,Urban,Alarm Service,< 1 mile,601K - 1M
Z27235,1,1,"1,299.98",< 21,Female,Married,Urban,Standalone,< 1 mile,> 1M
P27236,1,3,"4,607.34",< 21,Male,Married,Suburban,Alarm Service,1 - 5 miles,100K - 350K
P27237,0.56,0,0.00,28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
G27238,1,0,0.00,> 60,Female,Married,Rural,Standalone,6 - 10 miles,351K - 600K
A27239,1,0,0.00,> 60,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A27240,1,0,0.00,38 - 60,Male,Not Married,Suburban,Alarm Service,< 1 mile,351K - 600K
P27241,1,1,759.81,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
Z27242,1,1,778.59,21 - 27,Female,Married,Rural,Standalone,1 - 5 miles,100K - 350K
A27243,1,0,0.00,28 - 37,Female,Not Married,Urban,Standalone,< 1 mile,351K - 600K
P27244,1,1,292.55,> 60,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
G27245,1,2,"3,993.72",> 60,Male,Un-Married,Urban,Standalone,1 - 5 miles,< 100K
P27246,0.93,0,0.00,21 - 27,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
A27247,1,0,0.00,38 - 60,Male,Married,Rural,Alarm Service,6 - 10 miles,100K - 350K
Z27248,1,0,0.00,28 - 37,Male,Married,Rural,Alarm Service,6 - 10 miles,351K - 600K
G27249,1,5,"7,676.92",28 - 37,Female,Married,Urban,Alarm Service,6 - 10 miles,601K - 1M
A27250,1,0,0.00,28 - 37,Female,Not Married,Suburban,Standalone,< 1 mile,100K - 350K
Z27251,0.57,0,0.00,28 - 37,Female,Un-Married,Rural,None,> 10 miles,351K - 600K
Z27252,1,0,0.00,38 - 60,Female,Un-Married,Suburban,Alarm Service,1 - 5 miles,601K - 1M
Z27253,1,1,"2,205.95",28 - 37,Male,Un-Married,Urban,Standalone,1 - 5 miles,351K - 600K
P27254,1,0,0.00,28 - 37,Male,Un-Married,Suburban,Alarm Service,< 1 mile,601K - 1M
P27255,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,< 100K
A27256,1,4,"4,198.07",38 - 60,Male,Not Married,Rural,None,> 10 miles,601K - 1M
P27257,1,0,0.00,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
P27258,1,0,0.00,21 - 27,Male,Not Married,Urban,None,< 1 mile,< 100K
A27259,0.56,1,"1,018.39",38 - 60,Female,Not Married,Urban,Standalone,< 1 mile,100K - 350K
G27260,1,0,0.00,< 21,Male,Not Married,Urban,Alarm Service,< 1 mile,351K - 600K
Z27261,1,0,0.00,21 - 27,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
Z27262,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,1 - 5 miles,< 100K
Z27263,1,0,0.00,38 - 60,Female,Married,Suburban,None,< 1 mile,100K - 350K
G27264,1,1,415.53,28 - 37,Male,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
Z27265,1,0,0.00,> 60,Male,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
A27266,1,0,0.00,> 60,Male,Un-Married,Urban,Alarm Service,< 1 mile,601K - 1M
G27267,0.23,1,"1,482.53",21 - 27,Male,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
G27268,1,1,324.42,38 - 60,Female,Not Married,Suburban,Alarm Service,< 1 mile,100K - 350K
G27269,1,1,404.37,28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,351K - 600K
G27270,1,1,"1,730.20",38 - 60,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
Z27271,1,0,0.00,38 - 60,Male,Not Married,Urban,Standalone,< 1 mile,351K - 600K
G27272,1,1,398.02,38 - 60,Female,Married,Urban,None,< 1 mile,601K - 1M
G27273,1,0,0.00,28 - 37,Male,Married,Rural,Standalone,1 - 5 miles,> 1M
A27274,0.34,0,0.00,28 - 37,Female,Not Married,Urban,Standalone,< 1 mile,< 100K
P27275,1,0,0.00,28 - 37,Female,Married,Rural,Alarm Service,> 10 miles,351K - 600K
P27276,1,1,954.80,28 - 37,Male,Un-Married,Suburban,None,< 1 mile,100K - 350K
A27277,1,0,0.00,28 - 37,Female,Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
P27278,1,0,0.00,28 - 37,Male,Married,Urban,Standalone,< 1 mile,601K - 1M
G27279,1,1,999.32,28 - 37,Female,Un-Married,Urban,Alarm Service,1 - 5 miles,> 1M
A27280,1,1,"1,493.58",> 60,Male,Un-Married,Urban,Standalone,6 - 10 miles,100K - 350K
A27281,0.43,1,"2,229.69",28 - 37,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
A27282,1,1,"2,760.94",38 - 60,Female,Married,Suburban,Standalone,< 1 mile,601K - 1M
A27283,1,2,"2,751.76",21 - 27,Female,Married,Suburban,Standalone,< 1 mile,< 100K
G27284,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,1 - 5 miles,100K - 350K
Z27285,0.9,0,0.00,28 - 37,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
P27286,1,0,0.00,38 - 60,Female,Married,Suburban,Standalone,< 1 mile,< 100K
G27287,1,0,0.00,28 - 37,Male,Un-Married,Urban,Standalone,1 - 5 miles,351K - 600K
A27288,1,0,0.00,38 - 60,Male,Not Married,Suburban,Standalone,6 - 10 miles,< 100K
Z27289,1,0,0.00,38 - 60,Male,Not Married,Suburban,None,< 1 mile,< 100K
P27290,1,1,893.89,38 - 60,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
Z27291,0.81,0,0.00,< 21,Female,Married,Rural,Alarm Service,1 - 5 miles,601K - 1M
A27292,1,0,0.00,21 - 27,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
P27293,0.3,0,0.00,21 - 27,Female,Not Married,Urban,Standalone,1 - 5 miles,351K - 600K
Z27294,0.44,0,0.00,38 - 60,Female,Married,Suburban,Standalone,< 1 mile,601K - 1M
Z27295,1,0,0.00,< 21,Male,Married,Urban,Standalone,1 - 5 miles,351K - 600K
A27296,1,2,"2,446.66",21 - 27,Male,Un-Married,Suburban,Alarm Service,< 1 mile,100K - 350K
G27297,0.61,1,312.63,< 21,Male,Un-Married,Urban,None,1 - 5 miles,351K - 600K
A27298,1,3,"4,727.89",28 - 37,Female,Not Married,Suburban,Standalone,6 - 10 miles,100K - 350K
G27299,1,0,0.00,21 - 27,Male,Un-Married,Urban,Alarm Service,1 - 5 miles,100K - 350K
G27300,0.9,0,0.00,28 - 37,Male,Married,Suburban,Standalone,< 1 mile,< 100K
P27301,1,1,302.64,38 - 60,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
G27302,1,1,"1,957.82",21 - 27,Female,Not Married,Urban,Alarm Service,< 1 mile,351K - 600K
A27303,1,1,"1,219.46",< 21,Female,Not Married,Suburban,None,< 1 mile,601K - 1M
P27304,0.5,1,"2,808.14",> 60,Male,Un-Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
A27305,1,0,0.00,38 - 60,Female,Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
G27306,1,0,0.00,28 - 37,Female,Married,Rural,Standalone,6 - 10 miles,351K - 600K
A27307,1,0,0.00,28 - 37,Female,Not Married,Urban,Alarm Service,< 1 mile,100K - 350K
Z27308,1,1,712.30,38 - 60,Female,Married,Urban,Standalone,1 - 5 miles,601K - 1M
P27309,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
G27310,1,1,"1,277.34",> 60,Female,Un-Married,Rural,Standalone,6 - 10 miles,351K - 600K
P27311,1,1,337.04,28 - 37,Female,Married,Urban,None,< 1 mile,351K - 600K
G27312,1,1,209.33,38 - 60,Female,Married,Rural,Standalone,> 10 miles,100K - 350K
P27313,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,1 - 5 miles,< 100K
P27314,1,0,0.00,21 - 27,Male,Un-Married,Suburban,Alarm Service,< 1 mile,100K - 350K
Z27315,1,2,"3,584.10",21 - 27,Female,Married,Suburban,Alarm Service,< 1 mile,100K - 350K
Z27316,1,1,231.99,28 - 37,Male,Married,Rural,Standalone,6 - 10 miles,> 1M
A27317,1,1,"1,290.90",< 21,Female,Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
G27318,1,0,0.00,28 - 37,Female,Not Married,Urban,Alarm Service,< 1 mile,601K - 1M
G27319,1,0,0.00,28 - 37,Female,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
G27320,1,1,"3,222.54",21 - 27,Female,Married,Urban,Alarm Service,< 1 mile,100K - 350K
P27321,1,0,0.00,> 60,Male,Married,Suburban,Standalone,< 1 mile,601K - 1M
A27322,1,2,"6,631.66",28 - 37,Male,Married,Suburban,Standalone,1 - 5 miles,100K - 350K
G27323,1,0,0.00,28 - 37,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
A27324,0.79,0,0.00,38 - 60,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
Z27325,1,0,0.00,38 - 60,Female,Not Married,Rural,None,1 - 5 miles,351K - 600K
P27326,1,1,915.62,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
G27327,1,1,644.89,38 - 60,Male,Not Married,Suburban,Standalone,< 1 mile,100K - 350K
P27328,1,0,0.00,21 - 27,Female,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
A27329,1,1,"1,143.72",38 - 60,Female,Not Married,Urban,Standalone,< 1 mile,351K - 600K
Z27330,1,0,0.00,38 - 60,Male,Married,Suburban,Standalone,1 - 5 miles,100K - 350K
G27331,1,1,"2,449.23",28 - 37,Male,Married,Suburban,None,< 1 mile,351K - 600K
P27332,1,1,871.06,28 - 37,Male,Married,Suburban,Standalone,6 - 10 miles,351K - 600K
G27333,1,1,"1,570.62",28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,601K - 1M
A27334,0.03,1,"1,268.76",28 - 37,Female,Not Married,Urban,Standalone,< 1 mile,100K - 350K
A27335,1,1,"1,676.01",28 - 37,Male,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
A27336,1,0,0.00,28 - 37,Female,Un-Married,Urban,None,< 1 mile,100K - 350K
G27337,1,0,0.00,< 21,Female,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
P27338,1,1,538.87,28 - 37,Female,Married,Suburban,None,1 - 5 miles,601K - 1M
A27339,1,0,0.00,< 21,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
A27340,1,0,0.00,< 21,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
P27341,1,0,0.00,38 - 60,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
G27342,1,3,"4,902.03",21 - 27,Male,Married,Urban,Standalone,1 - 5 miles,351K - 600K
P27343,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
P27344,0.91,0,0.00,38 - 60,Female,Married,Urban,Alarm Service,< 1 mile,601K - 1M
P27345,1,0,0.00,> 60,Male,Married,Urban,Standalone,1 - 5 miles,100K - 350K
A27346,1,0,0.00,38 - 60,Male,Un-Married,Urban,None,< 1 mile,< 100K
P27347,1,0,0.00,> 60,Female,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
G27348,1,1,"1,909.38",28 - 37,Female,Un-Married,Suburban,None,< 1 mile,601K - 1M
P27349,1,0,0.00,21 - 27,Female,Un-Married,Rural,Alarm Service,6 - 10 miles,601K - 1M
P27350,1,2,"1,851.66",28 - 37,Male,Un-Married,Rural,None,6 - 10 miles,100K - 350K
G27351,1,1,433.48,21 - 27,Female,Married,Urban,Standalone,1 - 5 miles,601K - 1M
A27352,1,0,0.00,28 - 37,Male,Married,Urban,Alarm Service,< 1 mile,601K - 1M
P27353,0.43,1,980.87,38 - 60,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
Z27354,1,2,"8,262.25",< 21,Male,Married,Urban,Standalone,1 - 5 miles,351K - 600K
Z27355,1,1,861.32,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
G27356,1,1,"3,041.61",21 - 27,Female,Not Married,Rural,Standalone,1 - 5 miles,601K - 1M
Z27357,1,2,"1,639.70",28 - 37,Female,Not Married,Urban,None,< 1 mile,351K - 600K
Z27358,1,1,"1,960.51",21 - 27,Male,Not Married,Suburban,Alarm Service,< 1 mile,351K - 600K
G27359,0.97,0,0.00,21 - 27,Male,Married,Suburban,Standalone,< 1 mile,601K - 1M
