,MSTATUS,TRAVTIME,TIF,CAR_TYPE,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,CLM_COUNT,EXPOSURE
8442,No,23,19,Minivan,No,0,12.0,Highly Urban/ Urban,0,1.0
8443,No,29,1,SUV,No,3,10.0,Highly Urban/ Urban,1,1.0
8444,No,26,6,Sports Car,No,0,14.0,Highly Urban/ Urban,0,1.0
8445,No,31,1,Sports Car,No,4,8.0,Highly Urban/ Urban,0,0.588
8446,No,29,6,Sports Car,No,6,6.0,Highly Urban/ Urban,3,1.0
8447,Yes,38,4,Pickup,Yes,0,7.0,Highly Urban/ Urban,0,1.0
8448,Yes,13,4,SUV,Yes,2,8.0,Highly Urban/ Urban,4,1.0
8449,Yes,34,1,SUV,No,6,1.0,Highly Urban/ Urban,0,1.0
8450,No,33,1,Pickup,No,2,10.0,Highly Urban/ Urban,3,1.0
8451,Yes,33,7,Pickup,No,3,1.0,Highly Urban/ Urban,5,0.414
8452,No,40,10,SUV,No,1,1.0,Highly Rural/ Rural,0,1.0
8453,Yes,45,13,Sports Car,No,2,5.0,Highly Urban/ Urban,0,0.855
8454,No,5,7,Sports Car,No,3,1.0,Highly Urban/ Urban,5,1.0
8455,Yes,49,6,Minivan,No,3,14.0,Highly Urban/ Urban,0,1.0
8456,Yes,8,1,Minivan,No,0,9.0,Highly Urban/ Urban,0,0.315
8457,Yes,41,9,SUV,Yes,4,8.0,Highly Rural/ Rural,0,1.0
8458,No,5,4,Minivan,No,1,4.0,Highly Urban/ Urban,0,1.0
8459,Yes,38,1,Van,Yes,0,1.0,Highly Urban/ Urban,2,1.0
8460,No,9,1,Pickup,No,2,1.0,Highly Urban/ Urban,1,1.0
8461,No,43,8,SUV,No,6,16.0,Highly Urban/ Urban,0,1.0
8462,No,21,1,Minivan,No,1,8.0,Highly Urban/ Urban,0,0.015
8463,Yes,56,6,Minivan,No,0,7.0,Highly Urban/ Urban,0,1.0
8464,No,25,4,Van,No,4,24.0,Highly Urban/ Urban,0,1.0
8465,Yes,29,3,SUV,No,0,1.0,Highly Urban/ Urban,0,0.12
8466,No,28,10,Sports Car,No,2,8.0,Highly Rural/ Rural,0,1.0
8467,No,30,4,Pickup,No,4,8.0,Highly Rural/ Rural,0,1.0
8468,No,43,1,Sports Car,No,6,14.0,Highly Rural/ Rural,0,1.0
8469,No,17,1,SUV,No,0,14.0,Highly Urban/ Urban,1,1.0
8470,No,6,6,Minivan,No,1,18.0,Highly Urban/ Urban,4,1.0
8471,Yes,5,4,Minivan,No,6,12.0,Highly Urban/ Urban,0,1.0
8472,No,26,9,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
8473,No,31,6,Panel Truck,No,2,14.0,Highly Rural/ Rural,0,1.0
8474,Yes,32,13,Panel Truck,No,0,1.0,Highly Rural/ Rural,0,1.0
8475,Yes,31,4,Sports Car,No,1,9.0,Highly Urban/ Urban,0,1.0
8476,No,71,1,Sports Car,No,2,7.0,Highly Rural/ Rural,0,0.297
8477,Yes,16,11,Minivan,Yes,0,1.0,Highly Urban/ Urban,4,0.897
8478,Yes,46,1,SUV,Yes,0,17.0,Highly Urban/ Urban,0,1.0
8479,No,52,5,Sports Car,No,1,1.0,Highly Rural/ Rural,0,0.732
8480,Yes,33,7,SUV,No,3,3.0,Highly Urban/ Urban,0,1.0
8481,No,44,10,Minivan,No,0,13.0,Highly Urban/ Urban,0,0.57
8482,No,16,1,Pickup,No,1,16.0,Highly Urban/ Urban,0,1.0
8483,Yes,30,11,Minivan,No,0,11.0,Highly Rural/ Rural,0,1.0
8484,Yes,35,1,Minivan,No,0,10.0,Highly Urban/ Urban,0,1.0
8485,No,43,7,Panel Truck,No,3,13.0,Highly Urban/ Urban,0,1.0
8486,Yes,5,1,Minivan,No,0,19.0,Highly Urban/ Urban,0,1.0
8487,Yes,8,16,Minivan,No,5,8.0,Highly Urban/ Urban,0,0.948
8488,Yes,11,9,Pickup,No,0,,Highly Rural/ Rural,0,1.0
8489,No,43,1,Pickup,Yes,5,6.0,Highly Urban/ Urban,2,0.774
8490,No,23,4,Van,No,5,17.0,Highly Urban/ Urban,0,1.0
8491,No,28,1,Minivan,Yes,1,6.0,Highly Urban/ Urban,0,1.0
8492,No,40,4,Pickup,Yes,0,12.0,Highly Urban/ Urban,0,0.555
8493,Yes,30,1,Pickup,No,2,9.0,Highly Urban/ Urban,3,1.0
8494,Yes,47,7,Van,No,0,1.0,Highly Rural/ Rural,0,1.0
8495,Yes,47,1,Pickup,No,1,8.0,Highly Rural/ Rural,0,1.0
8496,Yes,35,4,SUV,No,0,9.0,Highly Urban/ Urban,0,1.0
8497,No,37,1,Minivan,No,0,8.0,Highly Rural/ Rural,0,1.0
8498,No,42,4,Panel Truck,Yes,5,13.0,Highly Urban/ Urban,0,1.0
8499,No,63,13,Pickup,No,3,5.0,Highly Urban/ Urban,1,0.093
8500,No,26,6,Minivan,No,0,12.0,Highly Urban/ Urban,0,1.0
8501,Yes,51,1,Sports Car,No,3,1.0,Highly Urban/ Urban,2,0.615
8502,Yes,49,1,Pickup,No,3,5.0,Highly Urban/ Urban,0,1.0
8503,Yes,53,1,SUV,No,2,20.0,Highly Urban/ Urban,2,0.129
8504,No,48,1,SUV,No,0,17.0,Highly Rural/ Rural,0,1.0
8505,No,38,16,SUV,Yes,1,14.0,Highly Urban/ Urban,0,1.0
8506,Yes,38,6,Pickup,No,0,8.0,Highly Urban/ Urban,0,1.0
8507,Yes,5,4,Sports Car,No,4,10.0,Highly Urban/ Urban,0,1.0
8508,No,9,6,Panel Truck,No,2,13.0,Highly Urban/ Urban,0,0.846
8509,No,18,1,Minivan,No,0,21.0,Highly Urban/ Urban,0,0.813
8510,Yes,57,1,Panel Truck,No,0,1.0,Highly Rural/ Rural,0,0.099
8511,No,29,4,Minivan,No,1,12.0,Highly Urban/ Urban,0,1.0
8512,Yes,38,19,Minivan,No,0,6.0,Highly Rural/ Rural,0,1.0
8513,Yes,36,13,Minivan,No,2,1.0,Highly Urban/ Urban,0,0.876
8514,No,33,1,SUV,No,5,9.0,Highly Urban/ Urban,3,0.72
8515,No,20,6,SUV,No,1,11.0,Highly Urban/ Urban,0,1.0
8516,No,5,3,Minivan,No,5,,Highly Rural/ Rural,0,1.0
8517,Yes,37,1,Sports Car,No,0,1.0,Highly Urban/ Urban,0,1.0
8518,Yes,30,1,Panel Truck,No,0,4.0,Highly Urban/ Urban,1,0.588
8519,No,41,13,Pickup,Yes,0,1.0,Highly Urban/ Urban,1,0.129
8520,Yes,64,1,SUV,Yes,6,11.0,Highly Urban/ Urban,4,0.684
8521,Yes,39,6,Pickup,Yes,5,6.0,Highly Urban/ Urban,0,1.0
8522,No,5,1,Minivan,No,6,1.0,Highly Urban/ Urban,0,1.0
8523,Yes,22,1,Panel Truck,No,5,11.0,Highly Urban/ Urban,0,1.0
8524,Yes,18,1,Panel Truck,No,2,18.0,Highly Urban/ Urban,0,1.0
8525,Yes,30,13,Panel Truck,No,1,12.0,Highly Urban/ Urban,0,0.546
8526,No,38,1,Pickup,No,0,7.0,Highly Urban/ Urban,4,0.084
8527,No,52,6,Panel Truck,No,0,11.0,Highly Urban/ Urban,1,1.0
8528,Yes,17,7,Pickup,Yes,4,7.0,Highly Urban/ Urban,2,0.018
8529,Yes,5,7,Van,No,4,9.0,Highly Urban/ Urban,0,1.0
8530,No,33,6,Van,No,0,11.0,Highly Rural/ Rural,0,1.0
8531,Yes,49,4,Panel Truck,No,0,19.0,Highly Urban/ Urban,0,1.0
8532,Yes,11,1,Pickup,No,2,10.0,Highly Urban/ Urban,0,1.0
8533,No,25,3,Panel Truck,Yes,1,18.0,Highly Urban/ Urban,3,1.0
8534,Yes,44,17,Minivan,No,6,1.0,Highly Urban/ Urban,0,1.0
8535,No,16,1,Pickup,No,3,1.0,Highly Urban/ Urban,4,0.195
8536,Yes,28,13,SUV,Yes,2,19.0,Highly Urban/ Urban,5,1.0
8537,Yes,78,1,Panel Truck,No,0,7.0,Highly Rural/ Rural,0,1.0
8538,No,44,6,Sports Car,No,2,5.0,Highly Rural/ Rural,0,1.0
8539,No,39,1,Pickup,No,0,14.0,Highly Urban/ Urban,3,1.0
8540,Yes,41,4,Pickup,No,4,6.0,Highly Rural/ Rural,0,0.915
8541,Yes,30,1,Sports Car,No,4,1.0,Highly Urban/ Urban,0,1.0
8542,Yes,37,6,SUV,Yes,0,16.0,Highly Urban/ Urban,0,1.0
8543,No,5,6,Panel Truck,No,5,13.0,Highly Urban/ Urban,0,1.0
8544,Yes,16,1,Panel Truck,No,0,5.0,Highly Urban/ Urban,0,1.0
8545,Yes,14,1,SUV,No,2,13.0,Highly Urban/ Urban,0,1.0
8546,No,21,4,Minivan,Yes,2,19.0,Highly Urban/ Urban,0,1.0
8547,No,44,1,Sports Car,No,0,6.0,Highly Rural/ Rural,0,1.0
8548,Yes,45,4,Minivan,No,4,1.0,Highly Urban/ Urban,6,1.0
8549,Yes,66,6,SUV,No,0,,Highly Rural/ Rural,0,1.0
8550,Yes,17,4,SUV,No,1,1.0,Highly Urban/ Urban,0,1.0
8551,No,27,6,Pickup,Yes,0,1.0,Highly Rural/ Rural,0,1.0
8552,No,40,7,SUV,Yes,2,8.0,Highly Urban/ Urban,3,1.0
8553,Yes,23,1,Pickup,No,0,1.0,Highly Urban/ Urban,0,1.0
8554,Yes,21,1,Minivan,No,0,16.0,Highly Urban/ Urban,0,1.0
8555,No,6,1,Pickup,No,0,,Highly Urban/ Urban,0,0.771
8556,Yes,33,1,Minivan,No,1,9.0,Highly Rural/ Rural,0,1.0
8557,Yes,51,10,Minivan,Yes,4,1.0,Highly Urban/ Urban,0,1.0
8558,Yes,42,1,SUV,No,4,8.0,Highly Urban/ Urban,2,1.0
8559,Yes,60,10,SUV,No,4,11.0,Highly Rural/ Rural,0,1.0
8560,Yes,41,1,Panel Truck,Yes,0,13.0,Highly Urban/ Urban,0,1.0
8561,No,20,4,Pickup,No,1,14.0,Highly Urban/ Urban,0,1.0
8562,No,34,1,Minivan,No,2,9.0,Highly Rural/ Rural,0,0.591
8563,No,25,1,SUV,No,0,12.0,Highly Urban/ Urban,5,1.0
8564,Yes,30,1,SUV,No,4,5.0,Highly Rural/ Rural,0,1.0
8565,No,40,17,SUV,Yes,5,13.0,Highly Urban/ Urban,3,0.297
8566,Yes,44,6,Minivan,No,0,18.0,Highly Urban/ Urban,0,1.0
8567,No,35,1,Pickup,No,2,6.0,Highly Urban/ Urban,0,1.0
8568,Yes,36,1,Pickup,No,0,7.0,Highly Urban/ Urban,0,1.0
8569,No,5,4,Pickup,No,2,4.0,Highly Urban/ Urban,3,1.0
8570,No,37,1,Panel Truck,No,6,5.0,Highly Rural/ Rural,0,1.0
8571,Yes,66,1,Pickup,No,0,,Highly Rural/ Rural,0,1.0
8572,Yes,25,7,Minivan,No,8,1.0,Highly Urban/ Urban,0,0.357
8573,Yes,32,10,SUV,No,0,,Highly Urban/ Urban,0,1.0
8574,Yes,16,6,Minivan,No,0,5.0,Highly Rural/ Rural,0,1.0
8575,Yes,5,11,Panel Truck,No,0,6.0,Highly Rural/ Rural,0,1.0
8576,Yes,17,13,SUV,Yes,0,14.0,Highly Urban/ Urban,0,1.0
8577,No,28,7,Van,No,1,1.0,Highly Urban/ Urban,1,0.006
8578,Yes,31,3,Sports Car,Yes,0,5.0,Highly Urban/ Urban,0,1.0
8579,No,21,10,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
8580,Yes,39,1,Pickup,Yes,0,1.0,Highly Urban/ Urban,3,1.0
8581,Yes,44,6,Pickup,No,0,16.0,Highly Urban/ Urban,0,1.0
8582,Yes,5,10,SUV,No,3,10.0,Highly Urban/ Urban,5,0.702
8583,No,36,1,SUV,No,0,10.0,Highly Rural/ Rural,0,1.0
8584,No,28,3,Van,No,0,8.0,Highly Urban/ Urban,0,0.741
8585,No,26,4,Sports Car,Yes,0,8.0,Highly Urban/ Urban,5,1.0
8586,No,39,13,Sports Car,No,5,1.0,Highly Rural/ Rural,0,1.0
8587,Yes,5,8,SUV,No,7,7.0,Highly Urban/ Urban,0,0.936
8588,Yes,26,10,Panel Truck,No,0,15.0,Highly Urban/ Urban,0,0.951
8589,No,5,4,SUV,Yes,0,10.0,Highly Urban/ Urban,0,1.0
8590,Yes,35,13,SUV,Yes,0,7.0,Highly Urban/ Urban,0,1.0
8591,Yes,19,10,Pickup,No,0,1.0,Highly Urban/ Urban,0,0.219
8592,No,16,3,SUV,No,0,1.0,Highly Urban/ Urban,1,1.0
8593,Yes,15,1,SUV,No,3,8.0,Highly Rural/ Rural,0,1.0
8594,Yes,34,1,Minivan,Yes,0,1.0,Highly Urban/ Urban,0,1.0
8595,No,30,6,Pickup,No,5,5.0,Highly Urban/ Urban,0,1.0
8596,Yes,23,1,Van,No,7,5.0,Highly Urban/ Urban,0,1.0
8597,No,7,1,SUV,No,0,6.0,Highly Urban/ Urban,0,1.0
8598,Yes,56,7,Minivan,No,4,6.0,Highly Urban/ Urban,0,1.0
8599,No,28,1,Minivan,No,1,12.0,Highly Urban/ Urban,4,0.48
8600,No,11,7,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
8601,Yes,18,1,SUV,No,4,1.0,Highly Urban/ Urban,2,1.0
8602,Yes,35,1,Minivan,No,6,1.0,Highly Urban/ Urban,3,1.0
8603,Yes,52,13,Panel Truck,Yes,0,13.0,Highly Urban/ Urban,0,1.0
8604,No,9,6,Pickup,No,0,8.0,Highly Urban/ Urban,0,1.0
8605,Yes,5,3,SUV,Yes,1,9.0,Highly Urban/ Urban,0,1.0
8606,Yes,26,13,Sports Car,No,0,1.0,Highly Rural/ Rural,0,1.0
8607,No,18,4,SUV,Yes,0,17.0,Highly Urban/ Urban,0,0.729
8608,No,17,1,Minivan,No,4,24.0,Highly Urban/ Urban,0,0.051
8609,No,29,6,SUV,No,0,9.0,Highly Rural/ Rural,0,1.0
8610,Yes,16,1,Van,No,4,14.0,Highly Urban/ Urban,0,1.0
8611,Yes,52,6,Panel Truck,No,2,9.0,Highly Urban/ Urban,0,1.0
8612,No,11,1,Van,No,4,13.0,Highly Urban/ Urban,0,1.0
8613,Yes,25,17,SUV,No,7,11.0,Highly Urban/ Urban,0,0.702
8614,Yes,47,1,Minivan,No,3,1.0,Highly Urban/ Urban,3,0.6
8615,No,45,4,Minivan,No,4,1.0,Highly Urban/ Urban,5,0.192
8616,No,57,6,SUV,No,0,17.0,Highly Urban/ Urban,0,1.0
8617,No,72,6,Minivan,No,0,16.0,Highly Urban/ Urban,0,0.408
8618,No,34,1,SUV,No,5,1.0,Highly Urban/ Urban,3,1.0
8619,Yes,40,1,Panel Truck,Yes,2,20.0,Highly Urban/ Urban,0,0.282
8620,Yes,31,9,Sports Car,No,3,7.0,Highly Urban/ Urban,0,1.0
8621,Yes,15,18,Pickup,No,4,,Highly Urban/ Urban,0,1.0
8622,Yes,14,1,Minivan,No,0,1.0,Highly Urban/ Urban,0,1.0
8623,No,14,6,Minivan,No,2,8.0,Highly Urban/ Urban,0,1.0
8624,Yes,24,1,Sports Car,No,7,3.0,Highly Urban/ Urban,0,1.0
8625,Yes,29,10,SUV,Yes,0,5.0,Highly Urban/ Urban,0,0.405
8626,Yes,41,10,Pickup,No,6,1.0,Highly Urban/ Urban,2,0.342
8627,No,22,1,Sports Car,No,0,9.0,Highly Rural/ Rural,0,1.0
8628,Yes,44,6,Van,No,0,7.0,Highly Urban/ Urban,0,1.0
8629,Yes,26,13,Panel Truck,No,0,10.0,Highly Urban/ Urban,0,1.0
8630,No,14,6,SUV,No,1,15.0,Highly Urban/ Urban,0,0.534
8631,Yes,10,13,Van,No,1,1.0,Highly Urban/ Urban,0,0.849
8632,Yes,43,5,SUV,No,0,9.0,Highly Urban/ Urban,0,1.0
8633,Yes,53,6,Minivan,No,4,1.0,Highly Urban/ Urban,0,1.0
8634,No,65,3,Pickup,No,11,8.0,Highly Urban/ Urban,0,1.0
8635,No,8,1,SUV,No,1,9.0,Highly Urban/ Urban,0,1.0
8636,Yes,47,1,Panel Truck,No,1,7.0,Highly Urban/ Urban,0,0.168
8637,Yes,12,1,Minivan,No,0,20.0,Highly Urban/ Urban,0,1.0
8638,Yes,47,1,Van,Yes,0,1.0,Highly Rural/ Rural,0,0.603
8639,Yes,45,3,Pickup,No,3,11.0,Highly Urban/ Urban,4,1.0
8640,No,29,1,SUV,No,0,14.0,Highly Urban/ Urban,0,1.0
8641,Yes,28,4,Minivan,No,3,10.0,Highly Urban/ Urban,0,1.0
8642,Yes,24,1,SUV,Yes,2,14.0,Highly Urban/ Urban,0,1.0
8643,No,12,3,SUV,No,3,7.0,Highly Urban/ Urban,3,1.0
8644,Yes,9,3,Pickup,No,0,1.0,Highly Urban/ Urban,0,1.0
8645,No,23,10,Sports Car,No,5,11.0,Highly Urban/ Urban,0,0.657
8646,Yes,35,10,Minivan,No,5,,Highly Urban/ Urban,0,0.798
8647,No,27,4,Minivan,No,0,,Highly Urban/ Urban,0,1.0
8648,No,28,4,Pickup,No,1,6.0,Highly Urban/ Urban,0,0.69
8649,Yes,23,1,Sports Car,No,0,,Highly Rural/ Rural,0,1.0
8650,No,58,6,Minivan,Yes,0,8.0,Highly Urban/ Urban,0,1.0
8651,Yes,33,1,Minivan,No,5,,Highly Urban/ Urban,1,0.288
8652,Yes,26,4,Pickup,No,0,16.0,Highly Urban/ Urban,0,1.0
8653,No,34,1,Minivan,No,3,,Highly Rural/ Rural,0,1.0
8654,Yes,5,1,Pickup,No,0,9.0,Highly Urban/ Urban,0,1.0
8655,No,65,5,Sports Car,No,0,13.0,Highly Rural/ Rural,0,1.0
8656,No,23,6,Panel Truck,No,1,12.0,Highly Urban/ Urban,0,0.867
8657,Yes,25,7,SUV,No,0,6.0,Highly Urban/ Urban,3,0.951
8658,Yes,44,13,Minivan,No,1,6.0,Highly Urban/ Urban,0,1.0
8659,Yes,53,13,Minivan,No,0,8.0,Highly Urban/ Urban,0,1.0
8660,Yes,29,3,Minivan,No,2,1.0,Highly Urban/ Urban,0,1.0
8661,Yes,38,6,Sports Car,No,1,10.0,Highly Urban/ Urban,0,0.834
8662,No,39,6,SUV,No,0,16.0,Highly Urban/ Urban,0,1.0
8663,Yes,20,7,Minivan,Yes,0,16.0,Highly Urban/ Urban,0,1.0
8664,Yes,18,18,Van,Yes,0,13.0,Highly Urban/ Urban,0,1.0
8665,Yes,25,1,SUV,No,2,18.0,Highly Urban/ Urban,0,1.0
8666,No,5,1,Minivan,No,4,7.0,Highly Rural/ Rural,0,1.0
8667,Yes,31,1,Sports Car,No,0,,Highly Urban/ Urban,0,1.0
8668,No,35,1,Van,No,0,1.0,Highly Rural/ Rural,0,1.0
8669,Yes,39,4,Sports Car,No,1,11.0,Highly Urban/ Urban,0,0.831
8670,Yes,24,11,Minivan,Yes,0,11.0,Highly Urban/ Urban,0,1.0
8671,Yes,62,17,Minivan,Yes,3,9.0,Highly Urban/ Urban,2,1.0
8672,No,27,10,Minivan,No,0,,Highly Urban/ Urban,0,1.0
8673,No,15,6,Pickup,No,3,19.0,Highly Urban/ Urban,1,1.0
8674,No,33,6,Pickup,No,1,1.0,Highly Rural/ Rural,0,1.0
8675,Yes,39,4,Minivan,No,4,1.0,Highly Urban/ Urban,3,1.0
8676,Yes,43,10,Minivan,No,0,16.0,Highly Urban/ Urban,4,0.714
8677,Yes,28,13,Sports Car,No,0,1.0,Highly Urban/ Urban,0,0.273
8678,Yes,29,12,Pickup,Yes,5,1.0,Highly Urban/ Urban,0,1.0
8679,No,32,6,SUV,No,3,1.0,Highly Urban/ Urban,4,0.612
8680,Yes,28,6,Minivan,No,1,22.0,Highly Urban/ Urban,0,1.0
8681,Yes,36,1,SUV,No,0,10.0,Highly Urban/ Urban,0,1.0
8682,No,48,6,SUV,No,1,8.0,Highly Urban/ Urban,0,1.0
8683,No,41,7,Sports Car,No,0,,Highly Urban/ Urban,6,0.387
8684,Yes,20,1,Sports Car,No,0,9.0,Highly Urban/ Urban,0,1.0
8685,No,17,3,Van,No,0,1.0,Highly Urban/ Urban,0,0.48
8686,Yes,24,6,Sports Car,No,2,10.0,Highly Urban/ Urban,0,1.0
8687,Yes,11,4,Minivan,No,0,13.0,Highly Urban/ Urban,0,1.0
8688,No,8,6,Minivan,Yes,0,15.0,Highly Urban/ Urban,0,1.0
8689,Yes,35,10,SUV,Yes,0,1.0,Highly Rural/ Rural,0,1.0
8690,Yes,28,6,Panel Truck,No,3,8.0,Highly Urban/ Urban,0,1.0
8691,No,5,1,Minivan,Yes,2,22.0,Highly Urban/ Urban,0,1.0
8692,Yes,34,1,SUV,Yes,3,9.0,Highly Urban/ Urban,4,0.516
8693,Yes,35,7,Minivan,No,3,17.0,Highly Urban/ Urban,4,1.0
8694,No,56,1,Minivan,No,0,10.0,Highly Urban/ Urban,0,1.0
8695,Yes,24,10,Minivan,No,0,1.0,Highly Urban/ Urban,0,1.0
8696,Yes,55,3,SUV,No,5,,Highly Urban/ Urban,0,1.0
8697,Yes,22,1,SUV,No,0,5.0,Highly Urban/ Urban,1,0.084
8698,Yes,13,1,SUV,No,0,13.0,Highly Urban/ Urban,0,1.0
8699,Yes,17,6,Minivan,No,0,7.0,Highly Urban/ Urban,0,1.0
8700,Yes,27,1,Sports Car,No,6,7.0,Highly Urban/ Urban,2,0.594
8701,Yes,52,4,Van,No,0,1.0,Highly Urban/ Urban,0,1.0
8702,Yes,17,6,SUV,No,7,5.0,Highly Urban/ Urban,4,1.0
8703,Yes,40,3,SUV,No,3,1.0,Highly Urban/ Urban,5,0.603
8704,No,8,11,Pickup,Yes,0,7.0,Highly Urban/ Urban,3,0.897
8705,Yes,30,3,SUV,No,3,13.0,Highly Urban/ Urban,0,1.0
8706,Yes,27,1,Pickup,No,0,5.0,Highly Urban/ Urban,0,1.0
8707,No,67,6,Sports Car,Yes,2,14.0,Highly Urban/ Urban,0,1.0
8708,Yes,25,1,Pickup,No,1,5.0,Highly Urban/ Urban,0,0.765
8709,Yes,5,6,Pickup,No,1,1.0,Highly Urban/ Urban,4,1.0
8710,Yes,37,14,Minivan,No,0,1.0,Highly Rural/ Rural,0,1.0
8711,No,8,1,Minivan,No,0,1.0,Highly Urban/ Urban,0,1.0
8712,Yes,50,6,Van,No,1,15.0,Highly Rural/ Rural,0,0.9
8713,No,44,9,SUV,No,7,7.0,Highly Urban/ Urban,0,1.0
8714,Yes,34,3,Minivan,No,2,9.0,Highly Urban/ Urban,0,1.0
8715,Yes,18,13,Panel Truck,No,0,1.0,Highly Urban/ Urban,0,1.0
8716,No,35,14,SUV,No,4,15.0,Highly Urban/ Urban,3,0.744
8717,No,57,10,Sports Car,No,0,1.0,Highly Rural/ Rural,0,1.0
8718,Yes,48,1,Minivan,No,0,12.0,Highly Urban/ Urban,0,1.0
8719,No,103,1,SUV,No,0,13.0,Highly Rural/ Rural,0,1.0
8720,Yes,46,6,SUV,No,2,1.0,Highly Rural/ Rural,0,1.0
8721,No,30,1,SUV,Yes,4,16.0,Highly Urban/ Urban,0,0.408
8722,No,13,6,Pickup,No,1,1.0,Highly Urban/ Urban,0,1.0
8723,Yes,27,1,Sports Car,No,1,9.0,Highly Urban/ Urban,3,1.0
8724,Yes,20,6,Van,No,1,1.0,Highly Rural/ Rural,0,0.411
8725,Yes,33,4,SUV,No,0,9.0,Highly Urban/ Urban,0,1.0
8726,Yes,43,1,Pickup,No,1,9.0,Highly Rural/ Rural,0,1.0
8727,Yes,45,10,Pickup,No,0,,Highly Urban/ Urban,1,0.168
8728,Yes,27,10,Pickup,No,0,8.0,Highly Rural/ Rural,0,1.0
8729,Yes,26,4,Minivan,No,0,18.0,Highly Urban/ Urban,0,1.0
8730,No,15,1,Minivan,No,1,9.0,Highly Urban/ Urban,0,1.0
8731,Yes,53,1,Pickup,No,3,13.0,Highly Urban/ Urban,1,1.0
8732,Yes,8,7,Minivan,No,1,1.0,Highly Urban/ Urban,0,1.0
8733,Yes,35,3,SUV,No,2,1.0,Highly Rural/ Rural,3,0.357
8734,No,35,9,Pickup,No,0,9.0,Highly Rural/ Rural,0,1.0
8735,Yes,39,8,Pickup,No,0,14.0,Highly Urban/ Urban,0,1.0
8736,Yes,33,1,Panel Truck,No,4,12.0,Highly Urban/ Urban,0,1.0
8737,Yes,58,14,Minivan,No,1,12.0,Highly Urban/ Urban,0,1.0
8738,No,18,10,Minivan,No,5,,Highly Urban/ Urban,0,1.0
8739,No,73,15,Pickup,No,2,16.0,Highly Urban/ Urban,0,1.0
8740,Yes,37,6,SUV,No,0,7.0,Highly Urban/ Urban,0,1.0
8741,Yes,32,4,Van,No,0,10.0,Highly Urban/ Urban,3,0.396
8742,No,8,4,Panel Truck,No,1,13.0,Highly Urban/ Urban,0,0.654
8743,Yes,6,10,SUV,Yes,0,14.0,Highly Rural/ Rural,0,0.033
8744,Yes,38,1,Minivan,No,2,8.0,Highly Urban/ Urban,0,1.0
8745,Yes,37,7,SUV,No,0,1.0,Highly Rural/ Rural,0,0.267
8746,Yes,53,1,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
8747,No,21,7,Van,No,0,18.0,Highly Urban/ Urban,0,1.0
8748,Yes,42,10,Van,No,2,10.0,Highly Rural/ Rural,0,1.0
8749,No,33,1,Pickup,No,1,13.0,Highly Urban/ Urban,0,1.0
8750,Yes,57,1,Sports Car,No,4,7.0,Highly Urban/ Urban,3,0.996
8751,No,31,1,Minivan,Yes,2,11.0,Highly Urban/ Urban,0,1.0
8752,Yes,62,3,Minivan,No,0,1.0,Highly Urban/ Urban,0,1.0
8753,Yes,66,1,Minivan,No,5,5.0,Highly Urban/ Urban,0,1.0
8754,Yes,47,17,Pickup,No,0,16.0,Highly Urban/ Urban,0,1.0
8755,Yes,26,1,Panel Truck,No,0,15.0,Highly Urban/ Urban,0,1.0
8756,Yes,22,1,Minivan,No,1,6.0,Highly Rural/ Rural,0,1.0
8757,No,61,9,Minivan,No,2,14.0,Highly Urban/ Urban,0,1.0
8758,No,17,6,Panel Truck,No,3,1.0,Highly Urban/ Urban,0,1.0
8759,No,26,6,Van,No,2,17.0,Highly Urban/ Urban,0,1.0
8760,No,66,1,Pickup,No,4,14.0,Highly Urban/ Urban,2,0.351
8761,No,35,1,Panel Truck,No,0,,Highly Rural/ Rural,0,1.0
8762,Yes,26,11,Minivan,No,1,1.0,Highly Rural/ Rural,0,0.564
8763,No,37,1,Sports Car,No,0,11.0,Highly Urban/ Urban,0,1.0
8764,Yes,15,7,Sports Car,No,0,1.0,Highly Urban/ Urban,0,1.0
8765,No,28,6,Sports Car,No,2,7.0,Highly Urban/ Urban,0,1.0
8766,Yes,18,1,SUV,No,1,5.0,Highly Urban/ Urban,0,1.0
8767,Yes,18,10,Pickup,No,3,1.0,Highly Urban/ Urban,0,1.0
8768,Yes,17,6,Pickup,Yes,4,11.0,Highly Urban/ Urban,0,1.0
8769,Yes,39,6,Pickup,No,1,1.0,Highly Rural/ Rural,0,1.0
8770,Yes,21,1,Panel Truck,No,0,20.0,Highly Urban/ Urban,0,1.0
8771,No,46,4,Pickup,Yes,1,,Highly Urban/ Urban,4,0.183
8772,Yes,24,10,SUV,No,1,16.0,Highly Urban/ Urban,0,1.0
8773,Yes,46,4,Minivan,Yes,3,10.0,Highly Urban/ Urban,3,0.171
8774,Yes,39,7,Pickup,No,1,1.0,Highly Urban/ Urban,0,1.0
8775,Yes,5,1,Van,No,2,5.0,Highly Urban/ Urban,0,1.0
8776,No,13,1,Minivan,No,0,14.0,Highly Urban/ Urban,0,1.0
8777,Yes,19,4,Minivan,No,2,17.0,Highly Urban/ Urban,0,1.0
8778,Yes,35,1,Panel Truck,No,0,7.0,Highly Urban/ Urban,5,0.696
