policy,primary_age_tier,primary_gender,marital,residence_location,aoi_tier,exposure,num_claims,amt_claims
G04754,> 60,Female,Un-Married,Suburban,351K - 600K,1,2,"1,196.89"
Z08710,38 - 60,Male,Not Married,Rural,100K - 350K,1,1,"16,160.00"
P07444,< 21,Female,Married,Urban,601K - 1M,1,0,0.00
G02788,28 - 37,Female,Married,Urban,100K - 350K,1,1,"10,044.07"
Z08344,28 - 37,Male,Un-Married,Urban,351K - 600K,1,1,330.90
P05769,> 60,Female,Not Married,Urban,351K - 600K,1,3,"8,444.48"
Z08206,28 - 37,Female,Not Married,Suburban,601K - 1M,0.92,0,0.00
A00493,21 - 27,Male,Un-Married,Suburban,351K - 600K,1,0,0.00
Z08438,> 60,Male,Married,Urban,601K - 1M,0.55,1,"2,076.40"
G03137,21 - 27,Female,Married,Rural,351K - 600K,1,2,"20,381.56"
Z08267,38 - 60,Male,Married,Urban,601K - 1M,1,3,"7,677.67"
Z09650,28 - 37,Male,Married,Urban,> 1M,1,3,"10,547.41"
G03896,< 21,Male,Married,Urban,100K - 350K,1,4,"11,112.23"
Z08836,28 - 37,Female,Married,Urban,100K - 350K,1,4,"4,478.61"
A00265,28 - 37,Male,Married,Urban,100K - 350K,1,2,"10,718.40"
Z07977,21 - 27,Female,Married,Urban,351K - 600K,0.84,2,"6,596.03"
Z09610,38 - 60,Male,Not Married,Suburban,< 100K,1,2,"4,959.80"
Z07766,21 - 27,Male,Married,Urban,100K - 350K,1,3,"4,518.23"
Z08218,> 60,Female,Un-Married,Urban,> 1M,0.09,1,472.58
P05358,28 - 37,Female,Married,Suburban,351K - 600K,1,0,0.00
P07129,28 - 37,Female,Married,Rural,351K - 600K,1,1,"5,506.14"
Z09015,21 - 27,Male,Married,Suburban,601K - 1M,0.69,6,"7,480.81"
A01362,< 21,Female,Un-Married,Urban,100K - 350K,1,2,"12,369.83"
Z07906,38 - 60,Female,Un-Married,Urban,351K - 600K,1,0,0.00
P05323,> 60,Female,Married,Urban,351K - 600K,1,1,"8,208.89"
A00193,28 - 37,Female,Not Married,Urban,601K - 1M,1,0,0.00
P05884,21 - 27,Male,Not Married,Suburban,> 1M,1,2,276.26
P06288,28 - 37,Female,Not Married,Rural,351K - 600K,1,1,"4,209.73"
P06498,38 - 60,Female,Married,Suburban,100K - 350K,0.54,2,"5,971.20"
Z07588,38 - 60,Male,Un-Married,Urban,351K - 600K,1,2,"17,118.77"
A01796,28 - 37,Female,Married,Urban,351K - 600K,1,2,"6,556.14"
Z08493,28 - 37,Male,Married,Suburban,351K - 600K,1,1,236.51
G03689,21 - 27,Female,Married,Suburban,601K - 1M,0.83,0,0.00
A00179,28 - 37,Female,Married,Suburban,601K - 1M,1,1,"4,313.39"
G04159,21 - 27,Female,Married,Suburban,351K - 600K,1,0,0.00
A00351,28 - 37,Female,Married,Urban,100K - 350K,1,1,"7,338.29"
P05542,38 - 60,Male,Married,Urban,100K - 350K,1,0,0.00
Z09208,21 - 27,Female,Married,Suburban,351K - 600K,1,0,0.00
A02012,28 - 37,Female,Married,Urban,351K - 600K,0.58,2,"3,360.52"
P06031,28 - 37,Male,Un-Married,Rural,601K - 1M,1,0,0.00
A00820,< 21,Male,Married,Suburban,351K - 600K,1,3,"2,843.73"
G04709,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,4,"3,347.94"
Z09241,38 - 60,Female,Not Married,Urban,601K - 1M,0.81,1,"2,615.98"
A00090,21 - 27,Female,Married,Urban,100K - 350K,0.98,2,"9,065.16"
P05896,38 - 60,Female,Married,Rural,> 1M,1,2,"6,084.87"
A01765,28 - 37,Male,Married,Suburban,351K - 600K,1,2,"5,314.04"
A01603,28 - 37,Female,Not Married,Urban,351K - 600K,1,0,0.00
P06650,< 21,Female,Married,Urban,> 1M,1,1,"1,458.71"
G03451,21 - 27,Male,Not Married,Urban,351K - 600K,1,2,"1,504.68"
Z09269,21 - 27,Female,Married,Suburban,100K - 350K,0.62,3,"21,969.97"
Z08682,38 - 60,Male,Un-Married,Urban,> 1M,1,1,"1,671.30"
A01202,28 - 37,Male,Married,Suburban,351K - 600K,0.47,5,"10,027.08"
Z07718,38 - 60,Female,Married,Suburban,< 100K,1,1,"5,982.65"
P05145,28 - 37,Male,Un-Married,Suburban,< 100K,1,1,976.30
A00003,< 21,Male,Not Married,Urban,351K - 600K,1,0,0.00
A00923,> 60,Male,Married,Suburban,< 100K,1,5,"34,890.08"
P05713,28 - 37,Female,Married,Suburban,351K - 600K,0.81,1,"2,955.14"
A00107,38 - 60,Female,Un-Married,Suburban,100K - 350K,0.73,0,0.00
G04839,28 - 37,Female,Un-Married,Urban,100K - 350K,0.51,1,"4,962.93"
Z08626,21 - 27,Male,Not Married,Suburban,100K - 350K,1,2,"8,092.81"
Z08330,21 - 27,Male,Not Married,Rural,< 100K,1,0,0.00
G02558,28 - 37,Male,Un-Married,Suburban,601K - 1M,1,4,809.81
P07078,> 60,Female,Un-Married,Urban,< 100K,1,5,"35,119.50"
G03492,21 - 27,Female,Un-Married,Suburban,100K - 350K,1,3,"1,271.56"
A00599,38 - 60,Female,Not Married,Suburban,100K - 350K,1,0,0.00
Z09728,38 - 60,Male,Not Married,Urban,< 100K,1,0,0.00
G02888,28 - 37,Female,Not Married,Urban,351K - 600K,0.39,0,0.00
G02980,21 - 27,Male,Un-Married,Suburban,351K - 600K,0.52,2,"4,052.98"
A00380,> 60,Male,Married,Suburban,601K - 1M,1,5,"6,953.69"
P05220,28 - 37,Female,Not Married,Suburban,100K - 350K,0.31,1,343.70
G04811,21 - 27,Female,Married,Suburban,100K - 350K,1,1,"3,493.77"
A02116,28 - 37,Female,Married,Suburban,601K - 1M,1,3,"2,721.58"
Z08084,38 - 60,Male,Not Married,Suburban,601K - 1M,1,3,"2,692.70"
A01680,28 - 37,Female,Un-Married,Urban,100K - 350K,1,2,571.38
P06752,< 21,Female,Married,Suburban,351K - 600K,0.81,4,769.98
G04739,> 60,Female,Married,Urban,601K - 1M,0.09,1,"1,599.20"
Z08786,28 - 37,Female,Married,Urban,100K - 350K,0.4,1,379.14
P05111,28 - 37,Male,Not Married,Suburban,> 1M,0.61,2,"2,979.40"
A00543,28 - 37,Male,Married,Rural,351K - 600K,1,2,"12,612.59"
Z08439,38 - 60,Female,Married,Suburban,100K - 350K,1,0,0.00
P07063,21 - 27,Male,Married,Urban,601K - 1M,0.89,1,"1,811.97"
A00893,21 - 27,Female,Un-Married,Suburban,351K - 600K,1,3,"4,847.44"
A00342,28 - 37,Female,Un-Married,Rural,> 1M,1,0,0.00
P06579,28 - 37,Male,Married,Suburban,> 1M,1,3,"4,188.82"
A00165,21 - 27,Female,Married,Urban,< 100K,1,2,"4,066.71"
A00057,28 - 37,Female,Married,Urban,351K - 600K,1,2,"3,735.61"
A02452,28 - 37,Female,Married,Urban,100K - 350K,1,0,0.00
A02497,28 - 37,Male,Un-Married,Suburban,< 100K,1,3,"2,492.66"
A00568,38 - 60,Male,Married,Suburban,100K - 350K,1,0,0.00
A00297,38 - 60,Male,Married,Suburban,100K - 350K,1,1,"4,181.47"
A00100,28 - 37,Female,Not Married,Suburban,601K - 1M,1,1,"2,715.40"
Z07930,> 60,Male,Married,Urban,< 100K,1,1,832.39
P06081,28 - 37,Female,Not Married,Suburban,601K - 1M,1,1,"2,494.55"
P05033,21 - 27,Male,Un-Married,Suburban,< 100K,0.28,3,"16,375.36"
P05383,28 - 37,Female,Un-Married,Urban,< 100K,0.59,2,"3,859.08"
P07078,21 - 27,Female,Married,Urban,100K - 350K,1,2,"3,216.49"
Z07783,28 - 37,Female,Married,Suburban,100K - 350K,0.73,5,"14,959.03"
Z07937,28 - 37,Female,Married,Suburban,351K - 600K,1,0,0.00
P06260,38 - 60,Male,Married,Suburban,100K - 350K,0.52,2,"7,705.01"
A00251,28 - 37,Female,Not Married,Suburban,601K - 1M,1,2,794.91
A00186,38 - 60,Female,Married,Rural,100K - 350K,1,0,0.00
A00334,38 - 60,Male,Not Married,Urban,100K - 350K,0.67,0,0.00
G04458,21 - 27,Male,Not Married,Urban,601K - 1M,1,3,"2,545.36"
P06478,> 60,Female,Married,Suburban,351K - 600K,1,2,"1,862.56"
G04331,28 - 37,Male,Not Married,Urban,351K - 600K,0.32,2,"2,092.78"
A02342,38 - 60,Male,Married,Suburban,351K - 600K,1,2,"18,657.46"
A02208,38 - 60,Female,Married,Urban,351K - 600K,1,2,"6,724.09"
A01782,38 - 60,Female,Married,Suburban,< 100K,1,1,"4,142.21"
P07400,28 - 37,Female,Un-Married,Suburban,< 100K,1,1,"1,003.01"
Z09221,28 - 37,Female,Married,Suburban,351K - 600K,0.04,1,"1,075.73"
G04720,28 - 37,Female,Not Married,Suburban,601K - 1M,1,2,"3,613.45"
G03678,< 21,Female,Married,Rural,100K - 350K,0.06,1,"18,375.77"
A00472,21 - 27,Male,Un-Married,Urban,100K - 350K,0.86,1,"1,749.77"
P07038,38 - 60,Female,Married,Urban,601K - 1M,0.92,0,0.00
G04318,38 - 60,Female,Un-Married,Suburban,601K - 1M,1,1,603.07
P05376,< 21,Male,Married,Urban,100K - 350K,1,2,"7,010.02"
Z07759,38 - 60,Male,Not Married,Suburban,351K - 600K,0.98,1,"2,583.18"
Z09802,28 - 37,Female,Married,Rural,351K - 600K,1,0,0.00
Z09239,38 - 60,Male,Married,Suburban,351K - 600K,1,4,"2,769.63"
A00281,21 - 27,Female,Married,Urban,100K - 350K,1,0,0.00
Z08568,28 - 37,Female,Married,Suburban,351K - 600K,1,2,"19,488.28"
Z09439,28 - 37,Female,Not Married,Suburban,351K - 600K,1,0,0.00
A01525,38 - 60,Female,Married,Suburban,< 100K,1,0,0.00
G02985,28 - 37,Male,Married,Suburban,351K - 600K,1,2,927.35
A01701,21 - 27,Female,Un-Married,Suburban,100K - 350K,1,3,"10,314.70"
A00720,28 - 37,Male,Married,Urban,601K - 1M,1,1,"1,338.58"
A01967,21 - 27,Female,Not Married,Suburban,< 100K,0.39,2,"10,433.83"
Z07615,21 - 27,Female,Un-Married,Suburban,351K - 600K,1,2,"5,069.22"
A00924,< 21,Female,Un-Married,Urban,351K - 600K,1,2,"10,254.90"
G02950,21 - 27,Male,Married,Suburban,601K - 1M,1,1,"1,035.69"
A01500,38 - 60,Female,Un-Married,Rural,< 100K,1,0,0.00
A02252,28 - 37,Female,Not Married,Suburban,351K - 600K,1,2,"6,572.84"
P05435,38 - 60,Female,Married,Suburban,351K - 600K,1,1,"5,065.51"
G02566,38 - 60,Female,Married,Urban,351K - 600K,1,1,"5,401.33"
A01032,28 - 37,Male,Married,Suburban,100K - 350K,1,4,"4,615.66"
Z08213,< 21,Female,Un-Married,Suburban,351K - 600K,1,1,"2,731.27"
G02991,28 - 37,Male,Married,Urban,351K - 600K,1,2,"17,644.57"
P05431,28 - 37,Female,Married,Suburban,351K - 600K,1,0,0.00
G02570,28 - 37,Female,Married,Urban,100K - 350K,1,1,"4,549.03"
P06498,28 - 37,Male,Married,Urban,100K - 350K,1,1,"1,683.98"
P05458,38 - 60,Male,Un-Married,Urban,351K - 600K,1,1,"7,447.93"
P06498,< 21,Female,Married,Suburban,351K - 600K,1,3,"5,447.24"
G04470,28 - 37,Female,Not Married,Suburban,< 100K,1,1,"3,863.40"
G03643,21 - 27,Female,Un-Married,Urban,601K - 1M,1,1,"5,743.51"
Z09931,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,2,"1,530.84"
Z07757,28 - 37,Female,Married,Rural,100K - 350K,0.44,2,"11,222.58"
G04158,28 - 37,Male,Married,Rural,100K - 350K,1,1,"4,426.27"
Z07629,> 60,Male,Married,Urban,351K - 600K,1,2,"4,068.38"
P05003,28 - 37,Male,Un-Married,Rural,100K - 350K,1,2,"11,458.67"
G03038,> 60,Female,Married,Suburban,351K - 600K,1,1,"3,441.75"
Z07977,21 - 27,Female,Not Married,Suburban,< 100K,1,2,"2,822.97"
P07496,> 60,Female,Married,Suburban,100K - 350K,0.22,0,0.00
G02858,28 - 37,Female,Married,Urban,< 100K,1,1,"5,643.65"
A01284,38 - 60,Female,Un-Married,Suburban,351K - 600K,1,2,"6,593.74"
P05065,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
A02223,21 - 27,Female,Married,Urban,351K - 600K,1,2,"1,556.10"
Z08004,28 - 37,Female,Married,Suburban,100K - 350K,1,1,"1,456.77"
P05966,28 - 37,Female,Un-Married,Urban,351K - 600K,1,1,"2,922.21"
P05876,28 - 37,Female,Married,Urban,< 100K,0.05,1,"5,433.72"
Z08431,38 - 60,Female,Married,Urban,351K - 600K,1,1,"11,169.91"
A01252,38 - 60,Male,Un-Married,Urban,100K - 350K,0.27,1,"3,044.18"
P05002,21 - 27,Male,Not Married,Urban,351K - 600K,0.54,2,"6,013.40"
G03322,21 - 27,Male,Not Married,Suburban,601K - 1M,1,6,"8,703.46"
P06434,38 - 60,Female,Married,Suburban,601K - 1M,1,1,303.38
G04429,> 60,Male,Married,Urban,> 1M,1,0,0.00
Z08780,28 - 37,Female,Married,Urban,601K - 1M,1,1,832.79
Z09602,28 - 37,Female,Un-Married,Suburban,351K - 600K,0.43,3,933.14
G04895,28 - 37,Female,Married,Urban,351K - 600K,1,1,"5,933.88"
G04952,< 21,Female,Un-Married,Urban,351K - 600K,0.35,1,"5,075.71"
P07207,38 - 60,Female,Un-Married,Suburban,100K - 350K,1,1,"2,122.36"
A00273,> 60,Female,Married,Urban,351K - 600K,1,0,0.00
A00313,28 - 37,Male,Married,Urban,100K - 350K,0.4,0,0.00
A00579,28 - 37,Female,Married,Suburban,100K - 350K,1,0,0.00
G02780,< 21,Female,Married,Suburban,< 100K,1,5,"22,247.47"
G03484,38 - 60,Male,Un-Married,Urban,100K - 350K,1,1,"1,210.63"
P05075,38 - 60,Male,Married,Urban,351K - 600K,1,5,"4,542.49"
G03782,38 - 60,Male,Married,Rural,100K - 350K,1,2,"3,842.70"
A00880,38 - 60,Male,Married,Suburban,351K - 600K,1,2,"2,732.82"
G02545,28 - 37,Female,Married,Urban,> 1M,0.38,1,"2,304.12"
A01743,38 - 60,Male,Un-Married,Urban,351K - 600K,1,1,"6,282.24"
A01744,28 - 37,Female,Married,Rural,351K - 600K,0.26,1,"3,148.26"
G04261,< 21,Female,Un-Married,Urban,351K - 600K,1,1,"2,163.61"
Z09900,21 - 27,Female,Not Married,Rural,100K - 350K,1,1,"6,628.14"
Z09318,28 - 37,Male,Married,Suburban,100K - 350K,1,0,0.00
G03393,38 - 60,Male,Not Married,Urban,601K - 1M,0.57,0,0.00
P06093,38 - 60,Male,Married,Suburban,< 100K,1,1,517.03
A00934,38 - 60,Female,Married,Urban,351K - 600K,1,2,"14,462.76"
G02603,21 - 27,Male,Married,Urban,601K - 1M,1,0,0.00
A02342,38 - 60,Female,Married,Suburban,351K - 600K,1,1,"3,171.19"
A01050,28 - 37,Male,Married,Suburban,< 100K,1,1,"1,665.81"
A00807,38 - 60,Male,Married,Suburban,601K - 1M,1,0,0.00
Z09474,28 - 37,Male,Married,Rural,601K - 1M,1,1,"3,700.53"
G02761,38 - 60,Male,Un-Married,Urban,100K - 350K,1,2,"2,853.14"
A00711,28 - 37,Female,Married,Urban,100K - 350K,1,0,0.00
Z08400,28 - 37,Male,Married,Rural,351K - 600K,1,1,"2,084.36"
P05177,38 - 60,Female,Not Married,Suburban,< 100K,1,2,707.71
G04878,> 60,Female,Married,Urban,601K - 1M,1,1,"1,977.24"
G04699,38 - 60,Male,Married,Suburban,351K - 600K,1,2,"3,958.19"
G03976,38 - 60,Female,Married,Urban,< 100K,1,0,0.00
A02122,28 - 37,Male,Not Married,Urban,100K - 350K,1,1,426.78
P05123,28 - 37,Female,Un-Married,Urban,100K - 350K,0.6,1,"1,307.22"
Z08981,21 - 27,Male,Married,Urban,100K - 350K,1,2,"2,596.58"
P06549,38 - 60,Female,Married,Suburban,601K - 1M,1,1,"2,556.17"
P05390,< 21,Female,Married,Suburban,< 100K,0.15,1,"4,192.34"
P06424,21 - 27,Female,Not Married,Urban,351K - 600K,0.87,2,"4,906.81"
G04471,28 - 37,Male,Married,Suburban,601K - 1M,1,2,"4,384.57"
Z08753,28 - 37,Male,Married,Urban,351K - 600K,1,2,"4,595.79"
G02897,38 - 60,Female,Un-Married,Suburban,601K - 1M,1,3,"2,709.37"
A01159,38 - 60,Female,Married,Urban,100K - 350K,1,1,"4,803.08"
P07044,> 60,Male,Un-Married,Suburban,601K - 1M,0.15,3,"2,317.19"
A01762,38 - 60,Female,Married,Suburban,< 100K,1,0,0.00
G03658,< 21,Female,Not Married,Suburban,< 100K,0.27,1,"3,919.07"
A01113,< 21,Male,Un-Married,Suburban,601K - 1M,1,3,"2,483.38"
G03089,38 - 60,Female,Married,Urban,> 1M,1,1,"2,495.87"
Z09990,28 - 37,Female,Married,Urban,351K - 600K,1,1,"4,373.42"
P05026,38 - 60,Female,Not Married,Suburban,100K - 350K,1,2,"10,948.53"
Z08851,28 - 37,Female,Un-Married,Suburban,351K - 600K,0.15,1,"1,574.47"
P06025,21 - 27,Female,Un-Married,Suburban,601K - 1M,1,2,"1,014.08"
Z09900,21 - 27,Male,Not Married,Suburban,100K - 350K,1,3,"5,847.13"
P05987,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
P06463,28 - 37,Female,Married,Rural,> 1M,1,3,"31,081.79"
Z08011,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,6,"37,958.99"
Z07860,28 - 37,Female,Not Married,Rural,100K - 350K,1,0,0.00
G03405,28 - 37,Male,Married,Urban,351K - 600K,1,0,0.00
P06730,38 - 60,Female,Not Married,Urban,100K - 350K,0.47,0,0.00
G03862,21 - 27,Female,Not Married,Urban,351K - 600K,1,2,"5,547.93"
Z09580,28 - 37,Female,Un-Married,Urban,100K - 350K,1,1,"11,922.12"
Z09447,21 - 27,Female,Married,Suburban,351K - 600K,1,1,655.62
P05622,21 - 27,Female,Married,Urban,601K - 1M,0.42,1,"5,836.81"
P06655,28 - 37,Male,Not Married,Urban,351K - 600K,1,1,"1,740.30"
G03540,28 - 37,Male,Un-Married,Urban,100K - 350K,1,1,"3,051.72"
Z08386,28 - 37,Male,Not Married,Urban,351K - 600K,1,1,"3,691.36"
Z08333,38 - 60,Male,Un-Married,Suburban,351K - 600K,1,6,"16,450.28"
Z09525,> 60,Female,Married,Urban,601K - 1M,0.09,2,"4,843.87"
Z08470,38 - 60,Male,Not Married,Urban,100K - 350K,1,1,"2,834.29"
A02059,38 - 60,Female,Married,Urban,351K - 600K,1,0,0.00
G03761,38 - 60,Female,Married,Urban,351K - 600K,1,0,0.00
A00279,28 - 37,Male,Un-Married,Suburban,351K - 600K,0.93,6,"8,192.07"
G02557,21 - 27,Male,Married,Suburban,601K - 1M,1,1,628.49
G03311,38 - 60,Female,Not Married,Urban,< 100K,1,2,"10,840.71"
A01865,< 21,Male,Married,Urban,351K - 600K,1,4,"16,104.74"
Z09291,< 21,Female,Married,Urban,351K - 600K,0.23,0,0.00
Z08333,28 - 37,Female,Un-Married,Urban,351K - 600K,1,2,"5,902.34"
Z07959,28 - 37,Female,Married,Suburban,< 100K,1,0,0.00
P07028,21 - 27,Male,Not Married,Suburban,351K - 600K,1,1,663.52
P07309,> 60,Male,Married,Suburban,601K - 1M,1,1,"2,121.73"
G04295,21 - 27,Male,Married,Urban,601K - 1M,1,3,"5,251.20"
Z08528,28 - 37,Female,Married,Suburban,601K - 1M,1,4,"2,788.36"
G04538,28 - 37,Male,Not Married,Urban,< 100K,1,3,"8,360.66"
G04398,28 - 37,Male,Married,Suburban,< 100K,1,2,"4,034.62"
P07170,< 21,Female,Married,Urban,100K - 350K,1,1,224.55
Z08148,21 - 27,Female,Not Married,Suburban,100K - 350K,1,1,"4,286.40"
P05595,38 - 60,Male,Un-Married,Urban,> 1M,1,1,"3,605.24"
P06103,38 - 60,Female,Married,Urban,100K - 350K,1,1,"4,802.13"
Z07744,38 - 60,Female,Married,Suburban,351K - 600K,0.37,4,"1,080.37"
G04019,28 - 37,Female,Married,Rural,351K - 600K,1,3,"24,372.48"
P05201,21 - 27,Female,Married,Suburban,100K - 350K,1,1,"1,000.54"
P06042,21 - 27,Male,Married,Urban,100K - 350K,1,0,0.00
G03580,> 60,Male,Un-Married,Urban,351K - 600K,1,2,"12,579.14"
G03097,38 - 60,Female,Married,Urban,601K - 1M,0.37,0,0.00
G04071,21 - 27,Male,Un-Married,Suburban,351K - 600K,0.35,3,"3,719.95"
G04226,21 - 27,Male,Married,Suburban,< 100K,1,2,"3,124.83"
A00809,38 - 60,Male,Not Married,Suburban,351K - 600K,1,0,0.00
G03884,28 - 37,Female,Married,Suburban,601K - 1M,0.46,1,888.56
P07117,28 - 37,Female,Married,Suburban,351K - 600K,1,2,"3,574.29"
P06019,28 - 37,Female,Married,Urban,351K - 600K,1,1,"1,675.85"
G04234,> 60,Female,Un-Married,Urban,601K - 1M,1,1,"4,436.22"
G04643,< 21,Female,Married,Urban,351K - 600K,1,0,0.00
A02496,21 - 27,Female,Married,Urban,351K - 600K,1,1,"1,156.12"
P06526,38 - 60,Female,Married,Urban,100K - 350K,1,0,0.00
A00172,28 - 37,Male,Married,Suburban,351K - 600K,1,0,0.00
P05238,38 - 60,Female,Married,Urban,601K - 1M,1,0,0.00
P07389,28 - 37,Female,Un-Married,Suburban,601K - 1M,0.52,0,0.00
G04028,> 60,Male,Un-Married,Suburban,100K - 350K,1,2,642.73
A01941,28 - 37,Male,Un-Married,Suburban,601K - 1M,1,0,0.00
G04862,21 - 27,Male,Married,Rural,351K - 600K,1,1,"3,355.52"
P06268,28 - 37,Male,Married,Rural,351K - 600K,1,0,0.00
A00816,28 - 37,Female,Married,Suburban,100K - 350K,0.12,3,"21,894.68"
P05682,28 - 37,Female,Un-Married,Urban,601K - 1M,1,3,"19,645.13"
P06452,> 60,Male,Not Married,Urban,351K - 600K,1,0,0.00
Z08426,28 - 37,Female,Un-Married,Suburban,601K - 1M,1,0,0.00
P06975,28 - 37,Male,Un-Married,Urban,351K - 600K,1,0,0.00
G04349,28 - 37,Male,Married,Urban,100K - 350K,1,1,"2,403.88"
A00880,38 - 60,Male,Married,Urban,351K - 600K,1,0,0.00
G02746,38 - 60,Female,Un-Married,Suburban,351K - 600K,1,3,"7,606.58"
G03239,28 - 37,Male,Married,Rural,100K - 350K,1,4,"6,741.73"
G03851,38 - 60,Male,Not Married,Suburban,351K - 600K,1,4,"7,068.74"
Z08153,< 21,Female,Un-Married,Suburban,601K - 1M,1,1,"6,514.21"
P06231,28 - 37,Male,Un-Married,Suburban,100K - 350K,0.87,1,"2,231.40"
G02935,28 - 37,Male,Married,Suburban,351K - 600K,0.39,1,"2,047.84"
G02627,38 - 60,Male,Not Married,Suburban,351K - 600K,1,0,0.00
P07300,> 60,Male,Married,Rural,> 1M,0.69,2,"4,480.81"
P06237,> 60,Female,Un-Married,Suburban,100K - 350K,1,0,0.00
P05878,38 - 60,Female,Married,Urban,100K - 350K,1,0,0.00
A01104,28 - 37,Female,Married,Urban,601K - 1M,1,1,"1,527.53"
A00206,38 - 60,Female,Married,Rural,> 1M,1,1,"1,875.40"
Z08940,< 21,Male,Not Married,Suburban,100K - 350K,1,3,"18,330.48"
G04707,38 - 60,Female,Married,Suburban,351K - 600K,1,0,0.00
G04732,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,2,"14,346.78"
A02395,38 - 60,Male,Married,Urban,100K - 350K,1,0,0.00
Z08308,38 - 60,Female,Un-Married,Suburban,351K - 600K,1,3,"21,414.49"
G03360,28 - 37,Female,Married,Suburban,351K - 600K,1,2,"2,301.23"
P05123,> 60,Female,Un-Married,Suburban,100K - 350K,1,3,"16,537.93"
Z09094,38 - 60,Female,Married,Urban,351K - 600K,1,1,"5,702.34"
G04812,38 - 60,Male,Married,Suburban,351K - 600K,1,3,"6,717.08"
A01883,21 - 27,Male,Un-Married,Urban,351K - 600K,1,4,"4,112.72"
G03992,28 - 37,Female,Not Married,Urban,100K - 350K,0.78,2,"14,151.11"
G04397,28 - 37,Male,Un-Married,Urban,351K - 600K,1,1,"1,450.07"
P07181,28 - 37,Male,Married,Urban,351K - 600K,1,0,0.00
Z08378,21 - 27,Female,Un-Married,Suburban,601K - 1M,1,1,"1,341.33"
Z07753,21 - 27,Female,Un-Married,Suburban,351K - 600K,1,2,"4,226.63"
G03236,38 - 60,Female,Not Married,Urban,351K - 600K,1,0,0.00
P06450,28 - 37,Male,Married,Urban,351K - 600K,0.41,2,"6,270.60"
P06175,38 - 60,Male,Un-Married,Urban,351K - 600K,1,1,"7,854.69"
P07444,28 - 37,Male,Married,Suburban,351K - 600K,1,5,"22,456.64"
A01186,28 - 37,Male,Un-Married,Urban,601K - 1M,0.21,1,"4,615.35"
Z08684,28 - 37,Male,Married,Urban,100K - 350K,1,1,"2,374.89"
P05209,38 - 60,Male,Un-Married,Suburban,351K - 600K,0.8,2,"1,494.72"
Z07744,> 60,Male,Not Married,Suburban,> 1M,1,4,"4,023.52"
A02182,< 21,Female,Married,Suburban,601K - 1M,1,0,0.00
Z09075,38 - 60,Female,Married,Suburban,351K - 600K,1,2,"2,039.29"
G04772,38 - 60,Female,Un-Married,Suburban,100K - 350K,1,2,"5,877.61"
G03909,28 - 37,Female,Not Married,Urban,351K - 600K,1,1,"2,230.17"
P06338,38 - 60,Male,Not Married,Suburban,351K - 600K,0.15,3,"3,133.66"
P07299,38 - 60,Male,Un-Married,Urban,< 100K,1,1,"11,357.30"
G03775,28 - 37,Female,Not Married,Suburban,> 1M,1,0,0.00
Z09589,28 - 37,Female,Un-Married,Suburban,< 100K,1,1,"4,917.78"
P07412,< 21,Female,Married,Suburban,351K - 600K,1,1,"4,121.76"
G03953,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
A01991,38 - 60,Female,Not Married,Rural,> 1M,1,0,0.00
G04746,21 - 27,Male,Un-Married,Urban,601K - 1M,0.18,1,668.61
Z07906,28 - 37,Female,Married,Urban,> 1M,1,2,"9,435.74"
G02711,28 - 37,Male,Married,Suburban,100K - 350K,1,5,"9,944.26"
A01091,38 - 60,Female,Married,Suburban,100K - 350K,1,1,"3,918.10"
Z09105,28 - 37,Male,Married,Rural,601K - 1M,1,0,0.00
A00140,> 60,Male,Married,Urban,601K - 1M,1,2,"2,779.41"
Z09763,38 - 60,Male,Not Married,Suburban,< 100K,1,1,"3,544.13"
Z09840,28 - 37,Male,Un-Married,Urban,100K - 350K,1,1,739.00
Z08368,38 - 60,Male,Un-Married,Urban,> 1M,1,0,0.00
P06633,< 21,Male,Un-Married,Suburban,351K - 600K,1,5,948.54
Z09109,38 - 60,Female,Married,Urban,351K - 600K,1,0,0.00
Z08817,28 - 37,Female,Un-Married,Urban,< 100K,1,0,0.00
G03306,38 - 60,Female,Married,Urban,> 1M,1,1,"2,694.17"
P05046,38 - 60,Female,Married,Urban,351K - 600K,1,1,"3,442.96"
G03972,28 - 37,Female,Married,Urban,100K - 350K,0.38,0,0.00
Z07875,28 - 37,Male,Un-Married,Rural,351K - 600K,0.24,0,0.00
A00367,38 - 60,Female,Married,Suburban,100K - 350K,1,2,"4,045.00"
G03761,28 - 37,Male,Un-Married,Suburban,351K - 600K,1,1,"2,460.67"
Z09483,28 - 37,Male,Married,Urban,601K - 1M,1,2,"3,714.60"
Z08341,28 - 37,Female,Married,Suburban,351K - 600K,0.62,2,"5,997.05"
P06498,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,1,"1,839.30"
Z07880,38 - 60,Male,Married,Urban,< 100K,1,1,"2,375.56"
Z09827,28 - 37,Male,Married,Rural,351K - 600K,1,1,"4,383.15"
Z08183,21 - 27,Male,Married,Suburban,351K - 600K,1,2,"2,467.74"
